State_UT,District,Households_Surveyed,Women_Interviewed_15_49yrs,Men_Interviewed_15_54yrs,Sex_Ratio_per_1000_males,Children_Under5_Stunted_pct,Children_Under5_Wasted_pct,Children_Under5_Underweight_pct,Children_Under5_Overweight_pct,Anaemia_Children_6_59months_pct,Anaemia_Women_15_49yrs_pct,Anaemia_Men_15_49yrs_pct,Institutional_Births_pct,Skilled_Birth_Attendant_pct,Full_Immunisation_12_23months_pct,Contraceptive_Prevalence_Rate_pct,Unmet_Need_Family_Planning_pct,Total_Fertility_Rate,Women_BMI_Below_Normal_pct,Men_BMI_Below_Normal_pct,Women_Hypertension_pct,Men_Hypertension_pct,Women_Diabetes_pct,Men_Diabetes_pct,Households_Improved_Drinking_Water_pct,Households_Improved_Sanitation_pct,Households_Electricity_pct,Women_Secondary_Education_pct,Child_Marriage_Women_pct
Himachal Pradesh,Chamba,20588,23922,8628,971,25.4,12.5,20.4,4.4,57.3,53.2,16.2,96.5,90.2,78.7,77.7,7.8,1.3,12.5,11.6,23.2,19.2,6.9,10.0,100.0,92.3,100.0,58.6,14.6
Himachal Pradesh,Hamirpur,23227,25056,8787,956,22.9,14.3,20.9,4.4,55.1,49.8,20.0,94.8,96.7,89.4,78.0,8.4,1.6,18.2,10.6,25.8,25.9,5.1,9.1,94.6,91.0,100.0,67.4,8.8
Himachal Pradesh,Kangra,21433,32230,11040,986,27.9,8.6,19.9,4.1,58.4,40.9,27.6,96.6,96.4,94.9,85.0,8.3,1.6,16.3,12.7,22.6,21.5,7.0,7.0,95.8,87.3,100.0,71.7,12.6
Himachal Pradesh,Kinnaur,19639,25012,9905,964,26.8,11.8,17.9,3.4,58.2,50.6,22.9,98.0,100.0,84.7,76.4,7.9,1.4,14.1,16.2,24.7,25.9,6.8,7.2,94.3,93.5,99.8,71.9,5.2
Himachal Pradesh,Kullu,21496,21654,9357,974,22.4,10.9,20.5,5.0,60.6,51.5,16.5,95.8,93.5,86.4,80.6,8.2,1.5,12.8,13.4,27.2,22.9,10.0,10.9,100.0,95.2,100.0,81.9,13.8
Himachal Pradesh,Lahaul and Spiti,25908,23980,6916,968,25.5,15.2,13.2,5.7,61.6,51.7,21.6,95.0,99.7,93.9,67.0,7.9,1.4,16.2,11.5,29.2,27.1,6.9,7.0,94.8,95.7,100.0,80.8,15.2
Himachal Pradesh,Mandi,25661,23860,8779,993,29.7,12.9,24.0,4.2,50.9,53.4,20.9,93.0,95.3,84.3,79.6,6.6,1.5,19.8,12.8,21.0,17.7,5.8,6.9,100.0,94.5,100.0,56.5,7.2
Himachal Pradesh,Shimla,22575,27794,10100,1018,31.7,12.6,22.3,4.7,68.0,43.5,22.0,94.7,97.7,85.7,73.8,8.1,1.6,18.0,11.3,22.7,22.6,5.3,8.5,98.2,88.9,100.0,75.4,9.1
Himachal Pradesh,Sirmaur,20939,27871,9574,953,25.2,13.2,20.0,2.8,66.2,54.8,21.2,94.8,93.8,88.1,66.0,10.4,1.5,13.4,12.1,27.9,24.0,6.1,10.9,98.2,96.2,100.0,88.8,20.7
Himachal Pradesh,Solan,22385,23094,11411,967,20.1,12.7,18.7,5.2,61.4,43.6,19.9,98.4,95.4,92.6,75.8,7.5,1.5,13.0,10.8,26.1,24.1,7.8,8.4,95.1,98.2,99.9,62.6,15.0
Himachal Pradesh,Una,28112,22654,8481,974,27.0,10.6,21.1,5.0,48.2,55.0,20.3,95.1,99.1,90.7,81.4,5.5,1.5,16.2,10.9,26.9,31.0,8.0,9.8,96.3,91.1,99.6,67.1,6.4
Himachal Pradesh,Bilaspur (Zone 2),21691,22227,8895,973,22.1,11.5,22.3,5.3,58.5,55.2,20.2,96.2,96.6,83.9,74.2,5.4,1.6,14.8,18.1,23.9,19.8,7.8,9.8,100.0,91.6,99.7,77.7,6.5
Himachal Pradesh,Chamba (Zone 2),23976,29827,7721,982,23.6,12.5,21.9,4.6,56.5,56.2,22.5,96.2,97.4,81.1,74.3,7.7,1.6,14.3,11.7,22.3,25.6,9.6,8.4,98.7,94.5,100.0,70.5,15.0
Himachal Pradesh,Hamirpur (Zone 2),17440,22625,9023,986,24.1,11.3,22.0,4.6,70.6,53.1,16.6,95.8,89.8,88.5,74.1,8.2,1.6,14.7,12.7,21.7,20.6,8.5,7.1,94.8,90.0,100.0,84.6,6.8
Himachal Pradesh,Kangra (Zone 2),25481,26479,8241,963,24.4,12.6,23.5,5.3,46.2,52.2,20.6,92.2,100.0,85.8,73.8,7.8,1.5,11.4,12.1,27.1,23.0,6.7,10.4,95.0,92.0,100.0,77.4,21.5
Himachal Pradesh,Kinnaur (Zone 2),22229,23923,12102,972,26.2,13.2,17.7,4.4,58.0,55.8,21.5,95.9,94.5,86.4,68.0,9.7,1.4,15.4,11.1,32.8,20.8,7.4,9.6,97.8,97.8,100.0,75.5,7.8
Himachal Pradesh,Kullu (Zone 2),20662,23817,9626,978,30.2,13.4,25.4,4.4,51.8,57.8,22.0,97.9,96.0,86.0,66.2,8.2,1.4,13.6,11.9,22.6,19.6,6.8,7.3,94.8,91.0,99.7,86.2,17.0
Himachal Pradesh,Lahaul and Spiti (Zone 2),25731,27721,9685,953,23.1,15.2,19.8,3.4,59.6,60.5,27.8,91.4,98.1,87.0,77.9,4.8,1.6,14.1,13.2,22.1,26.0,9.5,9.9,100.0,95.7,99.8,81.5,9.6
Himachal Pradesh,Mandi (Zone 2),22338,22418,9810,988,22.8,15.6,21.3,4.6,59.8,57.5,20.8,94.4,95.1,93.3,76.8,6.6,1.4,15.7,11.3,21.7,21.1,7.6,10.9,93.6,94.8,99.9,70.2,6.0
Himachal Pradesh,Shimla (Zone 2),28024,22175,5698,989,21.8,15.2,22.8,4.7,56.0,51.4,20.7,96.4,90.8,86.3,72.7,7.4,1.5,14.1,12.0,22.5,21.6,7.5,10.2,92.8,95.7,99.7,68.1,10.7
Himachal Pradesh,Sirmaur (Zone 2),22796,24294,10109,973,26.1,14.2,23.5,4.6,61.8,51.3,22.7,90.1,93.3,80.0,72.6,6.9,1.3,16.2,11.1,23.4,19.5,10.0,8.5,94.5,100.0,99.8,64.1,7.6
Himachal Pradesh,Solan (Zone 2),21808,24603,9136,939,18.1,14.2,19.8,4.0,52.9,49.5,25.1,97.5,96.1,95.8,66.4,5.0,1.8,14.3,13.3,24.3,24.4,5.9,10.2,96.7,96.9,99.6,74.2,7.2
Himachal Pradesh,Una (Zone 2),17678,20941,8074,942,26.0,9.9,26.6,4.3,61.6,51.4,18.4,92.7,98.6,85.5,77.2,6.4,1.4,14.6,10.6,24.1,20.4,9.4,8.9,95.5,96.6,100.0,71.9,8.9
Himachal Pradesh,Bilaspur (Zone 3),22167,19891,8694,968,24.8,14.4,19.5,4.5,61.9,55.7,19.8,93.2,94.1,84.7,71.3,8.1,1.5,12.6,16.5,25.0,19.8,7.3,9.2,100.0,89.6,100.0,81.8,9.5
Himachal Pradesh,Chamba (Zone 3),25235,23402,9642,964,28.3,15.2,19.0,2.9,55.9,55.5,20.7,94.0,96.4,96.6,75.9,6.4,1.5,15.6,16.3,23.5,23.9,7.3,10.6,100.0,95.8,100.0,72.3,2.5
Himachal Pradesh,Hamirpur (Zone 3),23776,26586,6721,979,24.7,12.2,26.1,4.2,66.4,56.2,16.2,94.6,94.0,78.0,82.0,8.1,1.4,16.4,10.2,22.5,26.5,6.4,5.2,95.3,93.4,100.0,77.1,14.6
Himachal Pradesh,Kangra (Zone 3),28009,26671,8703,970,28.2,10.5,16.0,3.9,52.7,57.8,18.2,92.4,94.2,94.6,74.1,6.7,1.6,19.2,11.5,27.9,24.6,7.8,12.8,92.8,92.6,99.8,78.7,18.8
Himachal Pradesh,Kinnaur (Zone 3),20005,22991,8200,987,20.2,17.1,23.9,4.1,62.6,49.1,21.2,94.5,97.9,88.7,66.7,7.1,1.5,15.9,14.6,20.9,23.9,7.1,10.1,96.1,96.8,100.0,76.8,13.1
Himachal Pradesh,Kullu (Zone 3),22169,23340,9688,961,24.7,11.0,14.2,4.0,57.0,47.3,20.0,100.0,99.1,97.2,76.0,8.8,1.5,14.4,7.5,27.6,28.6,7.2,8.6,93.7,95.5,100.0,59.8,13.6
Himachal Pradesh,Lahaul and Spiti (Zone 3),22707,23983,10428,973,25.6,12.6,25.9,4.8,57.1,47.6,18.9,97.7,96.1,92.3,82.8,8.6,1.5,14.7,7.9,23.5,23.0,8.6,8.8,95.0,86.9,99.8,75.3,18.9
Himachal Pradesh,Mandi (Zone 3),26384,20372,7791,963,27.3,11.5,25.5,4.6,57.5,50.1,22.1,100.0,93.0,87.3,75.2,8.2,1.4,8.9,15.7,26.3,18.8,7.1,11.4,100.0,97.8,100.0,72.6,11.5
Himachal Pradesh,Shimla (Zone 3),21974,19979,9071,992,25.8,15.8,19.3,4.5,51.4,54.0,15.6,93.5,91.7,92.5,77.6,4.4,1.6,22.2,13.1,22.1,32.5,6.0,9.0,96.5,99.4,100.0,68.5,8.2
Himachal Pradesh,Sirmaur (Zone 3),28696,23261,7445,960,20.8,15.5,20.0,3.5,55.2,54.3,14.8,96.0,92.9,97.6,76.6,6.4,1.4,15.7,14.2,23.9,23.3,8.1,8.1,95.0,85.7,100.0,74.1,8.9
Jharkhand,Bokaro,28236,22115,9648,931,42.6,20.2,35.9,2.8,68.7,70.2,21.3,79.0,95.1,63.1,57.0,11.1,2.7,18.2,23.1,17.3,17.9,5.4,6.5,88.2,63.7,85.6,39.2,45.2
Jharkhand,Chatra,23043,25879,9380,929,37.0,19.1,30.7,1.4,71.8,66.5,27.6,81.9,76.2,69.6,53.8,14.8,2.6,26.2,19.8,18.4,17.2,5.0,7.4,78.3,72.2,83.1,28.0,41.0
Jharkhand,Deoghar,24418,23145,9340,939,34.5,24.7,37.2,2.9,65.8,69.2,23.1,85.2,80.5,70.3,63.5,9.5,2.5,28.8,32.4,16.7,19.5,5.4,8.4,60.5,67.1,79.2,16.9,42.7
Jharkhand,Dhanbad,24805,20655,11295,946,40.0,20.5,34.8,2.7,68.8,66.4,32.5,90.2,84.0,49.3,58.2,17.4,3.1,31.4,29.8,17.5,15.9,3.1,7.2,69.9,68.1,81.5,39.3,40.3
Jharkhand,Dumka,22303,24729,8794,971,34.3,18.7,38.2,2.6,76.8,67.1,26.6,74.3,88.7,71.7,57.9,8.2,2.4,22.1,21.6,17.9,15.0,4.0,4.4,85.2,59.5,100.0,32.1,31.7
Jharkhand,East Singhbhum,25142,21547,9981,941,37.1,14.9,29.0,1.2,67.4,66.8,25.1,90.7,91.6,67.0,51.0,10.9,2.6,24.4,21.2,15.4,17.0,4.9,6.7,81.6,55.1,96.6,32.2,25.4
Jharkhand,Garhwa,22836,23471,5150,927,46.6,21.0,30.5,1.6,78.4,65.1,24.5,66.1,80.5,68.0,63.6,9.2,2.0,28.8,28.0,13.1,20.7,5.5,7.6,77.3,40.0,88.1,52.6,32.0
Jharkhand,Giridih,17057,29020,10162,952,37.4,20.5,37.6,3.3,72.0,67.1,24.3,87.6,69.9,75.8,54.5,14.5,2.8,29.6,24.3,12.6,15.8,6.2,6.7,89.8,70.8,83.2,34.0,40.9
Jharkhand,Godda,30315,24104,7436,927,34.7,22.7,49.2,1.7,73.9,68.0,22.4,85.5,88.8,64.6,65.8,8.7,2.7,27.5,24.1,15.2,20.0,6.0,7.4,76.8,73.2,86.3,62.5,32.7
Jharkhand,Gumla,22818,25613,9959,959,41.5,21.6,44.1,2.7,67.0,71.9,27.0,86.8,67.9,74.0,56.8,15.3,2.8,28.0,25.9,14.5,22.1,7.5,6.9,93.9,59.2,84.2,42.4,43.9
Jharkhand,Hazaribagh,24583,23557,10945,962,43.1,21.6,38.9,3.2,63.9,69.9,23.5,74.2,78.6,61.5,57.3,11.6,2.3,25.7,17.7,19.9,15.9,5.4,6.9,80.0,79.1,91.9,33.4,59.6
Jharkhand,Jamtara,22750,24005,11799,936,42.6,26.5,36.6,2.3,70.6,72.3,22.5,68.2,78.9,55.3,57.9,13.0,2.5,21.3,24.3,19.2,13.8,6.3,7.3,87.5,80.6,100.0,38.4,41.0
Jharkhand,Khunti,25358,29121,8343,960,37.6,23.1,43.1,2.3,74.3,69.4,31.5,82.5,90.2,93.8,63.0,12.1,2.2,25.5,33.6,17.5,17.3,4.7,7.6,86.7,60.0,92.5,26.9,41.7
Jharkhand,Koderma,24691,20599,10024,949,37.4,15.0,44.7,3.4,71.6,72.9,27.4,81.3,80.7,67.2,52.3,12.5,2.2,30.0,24.4,16.6,15.8,5.6,7.2,66.6,67.0,90.4,34.8,34.7
Jharkhand,Latehar,19634,24905,8678,937,45.3,26.0,33.7,2.8,66.4,72.2,23.2,85.4,76.9,68.1,54.8,13.6,2.3,29.2,22.6,16.7,18.4,4.7,6.7,93.3,56.7,96.0,57.0,32.7
Jharkhand,Lohardaga,21245,24277,7153,946,41.1,16.6,32.3,3.2,67.1,68.2,29.9,78.6,82.7,69.9,63.4,13.2,2.9,27.3,22.5,13.3,18.6,7.4,5.6,70.3,55.6,93.3,46.5,38.6
Jharkhand,Pakur,21753,25250,11250,930,44.5,15.2,30.3,3.4,66.9,72.5,26.5,80.9,86.1,62.0,60.7,11.2,2.5,28.3,22.9,16.6,15.0,7.1,7.4,87.6,62.3,78.6,61.5,39.5
Jharkhand,Palamu,20086,21319,7037,933,46.1,22.2,32.6,2.1,74.8,57.1,26.6,72.0,79.7,67.3,58.2,10.9,2.5,36.2,31.5,14.1,22.0,5.1,6.6,77.4,58.1,94.9,43.3,35.7
Jharkhand,Ramgarh,21182,27997,10893,940,36.2,18.2,44.9,3.2,69.8,67.7,32.6,85.6,80.7,57.2,62.0,13.7,2.5,28.2,22.5,16.5,12.0,5.3,7.5,71.7,66.6,84.5,45.6,38.1
Jharkhand,Ranchi,25481,22912,10612,929,43.0,20.6,41.2,1.5,75.0,65.7,25.9,100.0,85.1,66.5,49.0,14.8,2.4,23.0,22.7,20.5,19.9,5.3,6.8,72.0,67.7,89.4,51.7,48.7
Jharkhand,Sahibganj,20597,22959,8621,940,36.7,17.8,38.4,3.0,69.1,63.2,27.2,82.8,84.3,78.3,65.1,10.8,2.5,22.8,26.8,20.6,17.2,5.3,8.0,83.1,71.2,81.9,48.8,31.6
Jharkhand,Seraikela Kharsawan,19761,22449,10428,959,35.2,21.9,43.6,1.3,74.9,64.8,29.6,81.5,83.2,68.3,66.1,9.5,2.5,31.4,26.9,22.8,16.7,6.5,6.4,90.3,65.9,86.7,55.1,35.6
Jharkhand,Simdega,26203,17768,9147,948,41.4,23.0,31.2,2.2,68.6,67.5,27.3,86.8,79.9,71.3,59.8,10.1,2.8,26.4,23.3,17.1,18.2,5.1,7.8,66.3,57.3,100.0,31.6,27.8
Jharkhand,West Singhbhum,19684,22454,9310,943,34.8,13.1,30.5,3.0,75.6,65.9,29.0,91.7,95.5,67.8,48.5,10.4,2.9,26.0,23.2,19.8,21.2,5.3,7.6,81.6,66.8,94.4,42.7,58.5
Jharkhand,Bokaro (Zone 2),24545,25318,9352,930,46.1,18.9,30.9,3.0,73.8,60.2,27.0,70.9,78.3,61.9,64.0,12.2,2.6,30.5,18.3,17.8,16.0,5.1,7.0,83.2,82.0,88.5,45.1,36.1
Jharkhand,Chatra (Zone 2),23156,25516,10291,957,42.3,20.1,34.6,1.7,77.4,70.0,26.3,74.0,77.2,81.7,60.7,10.9,2.1,23.7,30.0,20.4,16.8,4.9,4.0,63.2,49.9,89.8,38.7,27.9
Jharkhand,Deoghar (Zone 2),26427,21450,8775,940,40.5,14.8,42.5,3.0,65.5,64.9,25.6,66.2,85.4,67.5,64.9,9.8,2.1,21.0,20.0,14.0,20.5,4.8,6.6,74.2,50.8,88.0,48.0,29.1
Jharkhand,Dhanbad (Zone 2),25990,20921,10072,919,38.3,19.1,36.4,2.6,58.1,60.7,28.8,89.3,76.6,67.8,61.5,13.4,2.6,23.5,22.7,18.8,24.2,5.3,5.1,82.0,81.9,89.6,32.9,48.6
Jharkhand,Dumka (Zone 2),23775,22894,10710,971,45.7,18.8,36.2,3.2,63.9,69.8,22.9,89.5,81.2,81.4,62.5,9.6,2.7,33.2,27.5,15.1,17.2,5.6,5.8,94.9,67.7,72.8,45.4,36.9
Jharkhand,East Singhbhum (Zone 2),25745,23951,11235,960,42.1,18.0,37.8,2.5,66.0,70.3,28.4,92.8,91.8,63.8,64.1,10.1,2.7,24.9,19.9,17.7,12.0,3.7,6.3,78.8,61.6,79.5,33.8,43.5
Jharkhand,Garhwa (Zone 2),20976,24761,6810,960,38.0,18.2,31.0,2.4,75.6,70.7,31.2,79.9,92.4,68.3,67.4,12.0,2.6,32.9,23.2,17.5,21.2,5.4,5.2,99.4,60.4,90.0,53.6,34.5
Jharkhand,Giridih (Zone 2),18895,21570,9781,940,42.0,18.2,30.3,3.5,70.5,73.7,26.2,75.8,84.9,68.1,54.1,14.9,2.4,19.6,29.3,15.7,16.5,3.7,8.2,65.1,66.7,94.5,46.2,39.5
Jharkhand,Godda (Zone 2),21712,21718,8909,952,41.8,21.0,42.8,1.8,81.0,71.1,27.0,89.6,99.6,57.1,58.9,7.2,2.3,28.5,23.8,15.4,12.9,5.9,8.0,72.1,71.3,79.6,46.6,36.5
Jharkhand,Gumla (Zone 2),22109,26592,5438,953,35.8,17.8,37.8,1.8,79.0,64.6,25.0,75.2,95.6,75.0,55.3,14.2,2.6,28.0,22.6,15.1,18.8,5.0,8.3,65.3,84.4,88.3,45.0,47.5
Karnataka,Bagalkote,23219,27892,9094,954,25.4,10.2,26.9,4.1,62.2,53.4,16.0,95.5,95.5,87.4,66.9,9.6,1.6,15.7,13.6,21.1,22.8,10.4,10.4,90.1,85.1,97.0,52.7,8.0
Karnataka,Ballari,25675,32978,12219,950,32.3,15.6,22.6,4.6,64.8,45.2,15.5,98.8,94.4,59.0,56.0,9.0,1.7,16.6,15.1,26.4,21.1,11.1,13.4,98.6,86.3,94.1,66.6,30.4
Karnataka,Belagavi,22311,22181,11536,957,35.4,15.0,15.5,3.4,65.2,47.2,17.3,89.8,100.0,94.1,58.6,9.8,1.8,20.2,16.3,24.4,23.0,14.9,8.4,79.7,80.9,94.9,47.1,14.0
Karnataka,Bengaluru Rural,21327,21612,12144,965,29.1,16.7,24.2,3.6,60.2,40.4,10.8,95.4,97.0,97.6,63.8,11.1,1.6,19.0,19.2,15.6,23.2,13.3,11.1,99.9,79.0,97.9,62.3,4.3
Karnataka,Bengaluru Urban,22372,16598,13845,978,31.6,16.5,27.2,4.8,58.1,52.3,17.2,96.7,93.3,87.8,57.3,7.3,1.9,17.7,13.9,24.7,20.2,8.6,13.3,99.2,96.6,97.4,74.3,14.4
Karnataka,Bidar,24256,27769,8998,945,29.4,11.3,31.5,3.5,50.2,54.6,13.7,90.7,86.6,66.2,63.9,5.6,1.5,18.0,13.6,28.0,27.5,7.3,11.6,94.5,79.2,95.0,61.9,20.6
Karnataka,Chamarajanagar,24829,23527,12297,974,30.5,15.2,22.1,4.5,47.4,48.5,17.2,91.5,92.7,95.8,58.7,14.4,1.5,18.3,16.2,29.6,19.0,6.8,9.0,90.2,70.2,98.0,78.9,23.2
Karnataka,Chikkaballapur,22740,20094,14111,961,39.2,19.8,29.3,3.8,64.2,58.6,15.6,91.9,89.7,82.7,66.3,6.8,1.5,13.3,12.8,23.7,19.8,8.4,7.2,91.1,83.6,96.5,60.1,23.4
Karnataka,Chikkamagaluru,30653,30275,7928,968,29.5,17.0,45.6,2.8,60.7,47.8,16.4,91.1,90.5,78.6,55.6,11.4,1.6,19.5,13.8,20.9,22.9,6.7,9.8,84.8,76.9,93.8,75.4,16.5
Karnataka,Chitradurga,29859,31199,12420,951,42.8,19.3,27.8,4.0,54.2,54.6,15.8,85.9,89.7,79.2,57.3,9.4,1.5,15.3,17.1,22.7,22.0,10.8,11.5,98.7,80.3,97.1,49.0,18.6
Karnataka,Dakshina Kannada,29305,21735,10396,995,35.4,8.5,32.5,3.5,62.2,44.0,21.5,88.1,92.3,70.0,54.2,9.7,1.3,27.3,15.2,25.4,22.7,10.0,9.8,91.2,88.3,96.8,61.2,21.5
Karnataka,Davanagere,23890,25979,11297,959,35.8,18.0,28.1,4.1,64.0,61.4,12.1,88.7,100.0,76.5,59.6,7.0,2.1,13.1,20.2,21.9,21.8,10.2,12.4,95.7,92.6,96.7,59.0,28.2
Karnataka,Dharwad,27597,27241,8245,978,21.1,16.1,26.8,4.4,62.7,61.6,22.1,99.4,100.0,81.6,63.2,11.2,1.9,16.9,16.0,21.9,19.4,11.6,10.6,100.0,71.0,96.9,62.3,31.1
Karnataka,Gadag,27298,26571,7047,961,31.6,9.9,25.3,4.2,52.1,61.6,21.7,87.7,91.3,58.4,59.1,11.0,1.5,19.6,11.2,24.4,20.3,9.0,10.3,82.4,74.8,99.9,66.0,30.4
Karnataka,Hassan,30973,22882,9196,936,29.9,19.9,31.4,5.0,61.6,47.7,18.4,94.9,91.2,75.5,62.0,12.7,1.6,22.2,12.7,17.9,25.5,10.5,13.0,94.8,100.0,99.1,60.4,24.7
Karnataka,Haveri,27415,22082,10826,967,19.5,14.4,18.6,3.8,63.2,49.1,23.0,88.2,99.8,85.1,54.4,14.9,1.6,14.9,11.5,21.3,21.6,9.2,9.9,93.8,80.9,94.1,60.5,3.1
Karnataka,Kalaburagi,23555,23888,13206,938,25.3,17.2,25.8,5.2,55.8,47.0,20.1,92.3,91.6,74.7,62.8,12.2,2.0,18.1,16.6,22.6,25.9,8.9,10.1,93.6,84.8,97.2,67.2,16.8
Karnataka,Kodagu,25536,33591,10272,977,32.0,14.1,19.6,4.0,60.9,55.5,10.0,99.5,92.0,85.2,66.7,7.7,1.2,16.7,9.8,25.5,19.7,7.3,9.7,91.6,83.5,99.1,48.6,16.1
Karnataka,Kolar,29964,28989,11095,962,30.2,12.5,26.8,3.7,61.6,60.2,19.1,98.7,91.1,75.3,59.4,10.1,1.9,20.6,12.7,22.1,24.1,4.9,14.7,88.3,67.8,98.3,62.3,21.3
Karnataka,Koppal,16901,25183,16735,985,29.5,19.3,20.6,3.9,58.4,56.9,15.5,87.0,95.6,81.5,70.4,7.0,1.8,26.3,14.1,18.1,20.8,9.0,11.6,86.5,96.4,95.8,44.6,30.9
Karnataka,Mandya,20115,27345,9025,972,24.4,13.8,27.7,3.9,62.0,45.8,23.1,95.0,97.9,73.3,69.4,9.0,1.7,14.7,12.5,24.1,20.7,7.3,9.2,94.2,79.0,97.8,62.2,6.7
Karnataka,Mysuru,25731,25669,12039,958,34.8,16.2,37.1,3.7,61.9,48.5,25.4,100.0,95.0,82.5,69.8,9.2,1.9,21.1,15.2,22.5,19.5,5.6,11.0,95.4,82.2,100.0,55.0,13.6
Karnataka,Raichur,13821,30086,13372,953,36.8,19.9,27.8,4.8,51.7,58.5,21.1,97.5,94.9,52.4,59.8,8.2,1.5,18.4,14.0,19.5,18.8,7.6,12.7,86.0,79.9,97.1,65.4,25.6
Karnataka,Ramanagara,31581,26967,11102,966,25.1,12.6,24.2,4.0,46.3,45.3,22.6,90.3,100.0,82.2,54.0,10.8,1.5,16.4,15.6,23.4,24.1,11.4,11.3,81.7,80.2,100.0,69.2,41.0
Karnataka,Shivamogga,28654,30238,9389,989,21.3,14.1,34.1,3.3,60.5,57.1,15.3,92.2,90.9,71.6,56.6,7.7,1.7,14.8,15.3,20.5,25.5,11.6,12.2,91.8,82.2,95.6,81.4,15.9
Karnataka,Tumakuru,29332,31131,10656,977,33.8,19.2,25.7,2.8,55.0,53.3,18.2,92.4,87.4,83.2,72.9,10.4,1.9,20.0,16.0,24.8,23.2,8.4,8.9,88.5,86.5,97.4,65.1,25.5
Karnataka,Udupi,22353,25920,10004,992,28.3,14.1,18.8,4.9,58.9,54.3,22.1,91.5,97.3,78.0,62.1,8.0,1.4,16.7,16.7,16.4,25.5,11.1,10.7,88.6,87.2,100.0,44.4,28.3
Karnataka,Uttara Kannada,32010,29104,9532,954,29.9,10.6,33.1,2.4,61.2,50.0,14.5,94.8,88.8,79.4,55.9,10.4,1.6,16.4,15.7,19.7,21.8,6.0,11.8,100.0,100.0,98.2,69.9,7.8
Karnataka,Vijayapura,31097,25618,13960,967,28.7,12.6,30.4,2.9,64.1,45.7,14.8,90.4,98.0,73.4,56.3,8.3,1.9,13.9,12.1,28.3,19.4,8.4,9.8,87.5,89.0,99.9,58.9,12.1
Karnataka,Yadgir,26487,29013,10699,980,31.0,19.8,26.2,3.6,59.8,48.6,17.1,92.6,92.5,90.1,65.3,10.0,1.3,17.1,13.1,20.2,22.0,6.9,9.5,86.9,100.0,92.5,60.2,35.8
Karnataka,Bagalkote (Zone 2),17802,31043,11733,964,18.8,14.6,24.1,3.2,55.0,62.5,25.2,94.9,93.1,68.4,65.3,13.1,1.6,9.7,16.7,25.0,17.2,9.4,11.4,89.6,77.7,100.0,58.0,10.1
Karnataka,Ballari (Zone 2),25938,22528,10072,975,27.8,12.4,22.6,3.5,45.3,47.6,17.1,96.4,94.8,86.2,69.7,11.6,1.7,18.0,12.5,24.2,27.0,9.7,14.3,80.8,74.8,99.7,64.6,32.5
Karnataka,Belagavi (Zone 2),22708,21843,12135,990,24.4,16.9,32.4,4.1,47.7,49.8,14.3,98.7,92.7,69.2,63.1,8.2,1.4,15.4,11.5,15.5,21.9,7.9,7.6,97.1,89.3,97.9,75.6,27.3
Karnataka,Bengaluru Rural (Zone 2),24433,32020,8339,960,30.8,11.5,31.0,3.2,57.4,60.7,16.0,87.7,90.8,87.9,64.3,9.2,1.8,19.7,12.9,22.9,19.8,7.2,9.2,87.7,83.6,98.5,25.1,15.5
Kerala,Alappuzha,25268,23672,10011,1065,27.5,6.4,18.2,5.7,36.0,30.2,7.9,100.0,99.9,98.3,65.0,5.4,1.8,15.6,8.8,34.9,31.1,19.7,15.2,96.4,98.6,100.0,74.9,1.0
Kerala,Ernakulam,24876,27249,6977,1040,21.3,5.3,23.1,5.5,33.8,36.9,8.4,99.5,99.8,98.3,61.7,8.5,1.9,15.0,8.8,36.1,29.4,14.7,17.3,99.3,99.6,99.9,81.6,6.0
Kerala,Idukki,20773,26334,11276,1071,22.1,7.3,14.8,6.3,30.0,30.5,7.7,99.8,99.3,94.4,69.2,8.0,1.9,12.5,11.6,31.3,28.4,16.8,14.8,100.0,98.8,100.0,91.3,8.6
Kerala,Kannur,20705,21143,7576,1065,19.7,7.7,20.0,5.7,36.8,38.5,8.9,99.1,99.2,96.0,57.7,6.8,1.9,16.1,11.8,29.9,32.5,15.4,13.5,97.7,100.0,100.0,84.1,10.1
Kerala,Kasaragod,22825,25162,10188,1060,23.5,12.1,17.7,6.1,38.0,33.4,6.5,100.0,99.8,95.6,65.5,7.7,1.9,12.2,11.7,33.2,26.6,18.8,16.6,99.1,100.0,100.0,85.6,8.0
Kerala,Kollam,28045,25323,13910,1073,30.0,6.2,13.1,7.8,40.9,29.4,9.9,100.0,99.6,100.0,56.1,7.7,1.7,15.3,10.1,31.1,30.3,17.6,17.2,99.6,98.0,100.0,79.3,5.0
Kerala,Kottayam,19231,26731,9732,1058,23.2,9.2,15.1,6.4,42.5,33.4,7.8,99.0,99.4,95.2,67.8,5.7,1.8,13.8,6.8,29.5,27.0,14.4,16.4,97.8,98.4,100.0,92.6,10.1
Kerala,Kozhikode,24766,24172,9457,1073,21.8,9.2,17.5,5.9,34.4,31.4,9.4,99.8,99.9,93.5,64.1,8.0,1.8,13.4,10.1,32.6,25.6,15.6,17.5,99.0,98.7,100.0,79.9,7.8
Kerala,Malappuram,21947,27580,11215,1067,21.7,10.3,15.8,8.1,43.9,29.9,9.1,99.2,99.5,100.0,61.8,7.4,1.8,11.5,8.8,28.4,26.3,10.3,17.1,100.0,99.1,99.9,80.8,4.9
